Date,Start_Hour,End_Hour,Source,Day_of_Year,Day_Name,Month_Name,Season,Production
10/26/2025,19,20,Wind,299,Sunday,October,Fall,11977
8/1/2024,13,14,Solar,214,Thursday,August,Summer,7736
11/14/2022,12,13,Wind,318,Monday,November,Fall,4986
9/6/2025,9,10,Wind,249,Saturday,September,Fall,9528
3/1/2023,0,1,Wind,60,Wednesday,March,Spring,7633
12/13/2024,21,22,Wind,348,Friday,December,Winter,718
9/26/2025,6,7,Wind,269,Friday,September,Fall,990
6/23/2025,4,5,Wind,174,Monday,June,Summer,5544
2/27/2023,16,17,Wind,58,Monday,February,Winter,16405
1/8/2022,14,15,Wind,8,Saturday,January,Winter,15893
1/23/2025,9,10,Wind,23,Thursday,January,Winter,7687
3/17/2022,15,16,Wind,76,Thursday,March,Spring,5379
12/25/2021,11,12,Solar,359,Saturday,December,Winter,2139
7/29/2025,15,16,Solar,210,Tuesday,July,Summer,11049
5/17/2022,7,8,Wind,137,Tuesday,May,Spring,3135
2/29/2024,5,6,Wind,60,Thursday,February,Winter,7464
12/13/2021,15,16,Solar,347,Monday,December,Winter,1959
1/7/2025,22,23,Wind,7,Tuesday,January,Winter,6904
6/15/2020,19,20,Wind,167,Monday,June,Summer,3068
2/1/2022,9,10,Wind,32,Tuesday,February,Winter,9308
7/24/2025,18,19,Wind,205,Thursday,July,Summer,7239
3/22/2022,12,13,Solar,81,Tuesday,March,Spring,8895
1/22/2024,5,6,Wind,22,Monday,January,Winter,16728
8/26/2024,22,23,Wind,239,Monday,August,Summer,1669
6/20/2024,12,13,Solar,172,Thursday,June,Summer,5316
5/27/2024,15,16,Wind,148,Monday,May,Spring,8313
3/27/2025,7,8,Wind,86,Thursday,March,Spring,4075
9/30/2024,14,15,Wind,274,Monday,September,Fall,17990
11/14/2022,21,22,Wind,318,Monday,November,Fall,6382
7/2/2023,8,9,Wind,183,Sunday,July,Summer,2882
8/7/2023,17,18,Solar,219,Monday,August,Summer,8202
4/3/2023,12,13,Wind,93,Monday,April,Spring,11111
7/8/2025,15,16,Solar,189,Tuesday,July,Summer,12184
9/16/2025,7,8,Wind,259,Tuesday,September,Fall,9343
4/13/2022,6,7,Wind,103,Wednesday,April,Spring,1107
6/26/2022,0,1,Wind,177,Sunday,June,Summer,2699
10/26/2024,5,6,Wind,300,Saturday,October,Fall,2085
5/15/2024,3,4,Wind,136,Wednesday,May,Spring,2598
8/4/2020,5,6,Wind,217,Tuesday,August,Summer,2214
9/16/2021,22,23,Wind,259,Thursday,September,Fall,842
10/29/2024,1,2,Wind,303,Tuesday,October,Fall,1733
2/20/2025,17,18,Wind,51,Thursday,February,Winter,8149
12/18/2023,8,9,Wind,352,Monday,December,Winter,2271
4/21/2025,21,22,Wind,111,Monday,April,Spring,2788
9/21/2022,16,17,Solar,264,Wednesday,September,Fall,6437
3/11/2025,16,17,Wind,70,Tuesday,March,Spring,6371
6/23/2023,11,12,Solar,174,Friday,June,Summer,7189
4/6/2023,9,10,Wind,96,Thursday,April,Spring,4765
6/7/2025,4,5,Wind,158,Saturday,June,Summer,6797
9/20/2025,19,20,Wind,263,Saturday,September,Fall,10122
11/30/2022,1,2,Wind,334,Wednesday,November,Fall,1058
10/30/2025,6,7,Wind,303,Thursday,October,Fall,4783
1/21/2025,8,9,Wind,21,Tuesday,January,Winter,2522
6/2/2024,15,16,Wind,154,Sunday,June,Summer,5303
3/23/2025,6,7,Wind,82,Sunday,March,Spring,4373
6/10/2024,4,5,Wind,162,Monday,June,Summer,3938
6/12/2025,14,15,Solar,163,Thursday,June,Summer,5717
1/2/2025,5,6,Wind,2,Thursday,January,Winter,8804
5/13/2021,15,16,Solar,133,Thursday,May,Spring,5509
6/17/2022,18,19,Solar,168,Friday,June,Summer,3404
10/13/2025,23,0,Wind,286,Monday,October,Fall,6944
9/16/2020,8,9,Wind,260,Wednesday,September,Fall,1013
12/18/2022,7,8,Wind,352,Sunday,December,Winter,6542
8/3/2024,5,6,Wind,216,Saturday,August,Summer,3203
9/26/2020,15,16,Wind,270,Saturday,September,Fall,11741
3/29/2020,6,7,Wind,89,Sunday,March,Spring,11027
7/1/2020,8,9,Wind,183,Wednesday,July,Summer,3679
6/19/2023,7,8,Wind,170,Monday,June,Summer,1807
11/2/2021,23,0,Wind,306,Tuesday,November,Fall,2889
3/1/2022,3,4,Wind,60,Tuesday,March,Spring,2612
3/17/2021,23,0,Wind,76,Wednesday,March,Spring,5240
4/26/2022,14,15,Solar,116,Tuesday,April,Spring,7982
11/15/2021,23,0,Wind,319,Monday,November,Fall,1107
8/18/2023,19,20,Wind,230,Friday,August,Summer,3018
8/15/2025,0,1,Wind,227,Friday,August,Summer,4269
7/9/2020,19,20,Wind,191,Thursday,July,Summer,4573
7/25/2022,21,22,Wind,206,Monday,July,Summer,7106
2/6/2023,12,13,Solar,37,Monday,February,Winter,9036
2/4/2025,3,4,Wind,35,Tuesday,February,Winter,1737
1/10/2020,5,6,Wind,10,Friday,January,Winter,7774
4/25/2023,7,8,Wind,115,Tuesday,April,Spring,2753
4/8/2024,23,0,Wind,99,Monday,April,Spring,9139
8/11/2020,16,17,Solar,224,Tuesday,August,Summer,3542
6/2/2025,8,9,Wind,153,Monday,June,Summer,2742
7/29/2022,21,22,Wind,210,Friday,July,Summer,2125
4/4/2024,13,14,Wind,95,Thursday,April,Spring,20481
3/1/2021,22,23,Wind,60,Monday,March,Spring,4978
2/20/2025,21,22,Wind,51,Thursday,February,Winter,9773
4/16/2020,19,20,Wind,107,Thursday,April,Spring,1414
3/28/2025,17,18,Wind,87,Friday,March,Spring,9362
5/21/2021,1,2,Wind,141,Friday,May,Spring,9817
7/13/2020,7,8,Wind,195,Monday,July,Summer,2341
8/31/2024,3,4,Wind,244,Saturday,August,Summer,4579
12/9/2024,9,10,Wind,344,Monday,December,Winter,15224
9/2/2023,13,14,Solar,245,Saturday,September,Fall,6760
4/14/2024,21,22,Wind,105,Sunday,April,Spring,2636
1/9/2020,0,1,Wind,9,Thursday,January,Winter,6309
10/19/2020,8,9,Wind,293,Monday,October,Fall,3178
6/29/2023,19,20,Wind,180,Thursday,June,Summer,4840
3/8/2022,19,20,Wind,67,Tuesday,March,Spring,4726
8/16/2025,4,5,Wind,228,Saturday,August,Summer,7037
1/6/2022,14,15,Solar,6,Thursday,January,Winter,5505
12/8/2021,22,23,Wind,342,Wednesday,December,Winter,5949
5/29/2023,5,6,Wind,149,Monday,May,Spring,8702
4/29/2022,19,20,Wind,119,Friday,April,Spring,4185
1/21/2024,13,14,Wind,21,Sunday,January,Winter,15113
10/28/2021,2,3,Wind,301,Thursday,October,Fall,4894
4/21/2025,19,20,Wind,111,Monday,April,Spring,4219
6/27/2020,6,7,Wind,179,Saturday,June,Summer,3501
3/18/2025,3,4,Wind,77,Tuesday,March,Spring,12324
6/15/2025,1,2,Wind,166,Sunday,June,Summer,2950
1/28/2023,16,17,Wind,28,Saturday,January,Winter,4875
10/21/2024,0,1,Wind,295,Monday,October,Fall,7969
2/7/2023,10,11,Wind,38,Tuesday,February,Winter,8915
2/12/2021,18,19,Wind,43,Friday,February,Winter,8474
11/6/2025,17,18,Wind,310,Thursday,November,Fall,2204
7/12/2025,17,18,Solar,193,Saturday,July,Summer,7623
10/6/2021,13,14,Wind,279,Wednesday,October,Fall,12605
11/10/2025,14,15,Wind,314,Monday,November,Fall,12527
1/10/2023,2,3,Wind,10,Tuesday,January,Winter,8206
5/8/2022,0,1,Wind,128,Sunday,May,Spring,4571
11/25/2024,20,21,Wind,330,Monday,November,Fall,6940
10/26/2020,21,22,Wind,300,Monday,October,Fall,7511
8/16/2022,0,1,Wind,228,Tuesday,August,Summer,994
4/25/2025,17,18,Solar,115,Friday,April,Spring,7637
10/6/2021,5,6,Wind,279,Wednesday,October,Fall,8206
11/1/2023,2,3,Wind,305,Wednesday,November,Fall,12791
3/27/2025,8,9,Wind,86,Thursday,March,Spring,5016
10/5/2024,2,3,Wind,279,Saturday,October,Fall,2709
2/26/2021,11,12,Wind,57,Friday,February,Winter,4537
10/8/2025,7,8,Wind,281,Wednesday,October,Fall,703
5/19/2022,9,10,Wind,139,Thursday,May,Spring,5194
9/17/2021,6,7,Wind,260,Friday,September,Fall,638
12/16/2021,20,21,Wind,350,Thursday,December,Winter,5347
6/24/2023,19,20,Solar,175,Saturday,June,Summer,3126
2/9/2023,11,12,Solar,40,Thursday,February,Winter,5239
5/13/2024,5,6,Wind,134,Monday,May,Spring,1791
10/4/2025,10,11,Wind,277,Saturday,October,Fall,19412
7/17/2025,8,9,Solar,198,Thursday,July,Summer,3408
7/6/2022,5,6,Wind,187,Wednesday,July,Summer,2998
2/11/2020,4,5,Wind,42,Tuesday,February,Winter,11863
8/20/2024,2,3,Wind,233,Tuesday,August,Summer,3228
8/29/2022,2,3,Wind,241,Monday,August,Summer,5234
8/21/2021,8,9,Wind,233,Saturday,August,Summer,2289
3/22/2022,4,5,Wind,81,Tuesday,March,Spring,4874
2/25/2024,5,6,Wind,56,Sunday,February,Winter,7291
1/17/2025,12,13,Solar,17,Friday,January,Winter,5260
12/8/2022,17,18,Wind,342,Thursday,December,Winter,2074
3/27/2024,1,2,Wind,87,Wednesday,March,Spring,5339
10/29/2022,20,21,Wind,302,Saturday,October,Fall,5791
9/25/2023,5,6,Wind,268,Monday,September,Fall,3360
5/29/2025,3,4,Wind,149,Thursday,May,Spring,2576
10/14/2021,3,4,Wind,287,Thursday,October,Fall,1743
10/11/2023,15,16,Solar,284,Wednesday,October,Fall,9015
5/20/2023,11,12,Wind,140,Saturday,May,Spring,10266
5/27/2022,10,11,Solar,147,Friday,May,Spring,5628
11/26/2020,1,2,Wind,331,Thursday,November,Fall,2773
6/29/2021,7,8,Wind,180,Tuesday,June,Summer,1489
9/30/2023,0,1,Wind,273,Saturday,September,Fall,1029
7/7/2023,13,14,Solar,188,Friday,July,Summer,10199
8/18/2021,5,6,Wind,230,Wednesday,August,Summer,2082
5/30/2020,13,14,Solar,151,Saturday,May,Spring,7142
12/3/2023,13,14,Wind,337,Sunday,December,Winter,12003
1/5/2024,9,10,Wind,5,Friday,January,Winter,7892
6/5/2024,18,19,Solar,157,Wednesday,June,Summer,6522
9/4/2020,3,4,Wind,248,Friday,September,Fall,1556
7/20/2023,19,20,Wind,201,Thursday,July,Summer,3428
5/15/2020,0,1,Wind,136,Friday,May,Spring,8261
11/23/2021,13,14,Wind,327,Tuesday,November,Fall,9773
12/22/2021,23,0,Wind,356,Wednesday,December,Winter,5802
11/13/2023,11,12,Wind,317,Monday,November,Fall,18876
11/25/2023,20,21,Wind,329,Saturday,November,Fall,4410
6/29/2023,7,8,Solar,180,Thursday,June,Summer,1265
6/1/2025,7,8,Wind,152,Sunday,June,Summer,2320
5/5/2023,2,3,Wind,125,Friday,May,Spring,2941
3/25/2021,14,15,Solar,84,Thursday,March,Spring,4960
7/7/2021,11,12,Solar,188,Wednesday,July,Summer,4779
1/6/2022,5,6,Wind,6,Thursday,January,Winter,2049
7/16/2024,1,2,Wind,198,Tuesday,July,Summer,8767
1/24/2024,2,3,Wind,24,Wednesday,January,Winter,17178
6/26/2020,0,1,Wind,178,Friday,June,Summer,3797
6/24/2020,12,13,Solar,176,Wednesday,June,Summer,6632
11/30/2023,16,17,Wind,334,Thursday,November,Fall,1216
2/6/2020,20,21,Wind,37,Thursday,February,Winter,6009
9/5/2022,0,1,Wind,248,Monday,September,Fall,5892
8/6/2025,17,18,Solar,218,Wednesday,August,Summer,6728
10/27/2023,4,5,Wind,300,Friday,October,Fall,9172
7/24/2023,11,12,Wind,205,Monday,July,Summer,10535
10/14/2021,22,23,Wind,287,Thursday,October,Fall,1373
1/12/2023,18,19,Wind,12,Thursday,January,Winter,16129
5/31/2021,0,1,Wind,151,Monday,May,Spring,5070
11/4/2021,19,20,Wind,308,Thursday,November,Fall,4199
6/20/2024,11,12,Solar,172,Thursday,June,Summer,4899
4/26/2023,18,19,Solar,116,Wednesday,April,Spring,2020
6/29/2025,23,0,Wind,180,Sunday,June,Summer,4676
1/23/2020,7,8,Wind,23,Thursday,January,Winter,5287
1/30/2022,2,3,Wind,30,Sunday,January,Winter,4507
8/3/2022,16,17,Solar,215,Wednesday,August,Summer,5552
9/13/2024,22,23,Wind,257,Friday,September,Fall,4252
4/25/2023,19,20,Wind,115,Tuesday,April,Spring,2273
9/25/2022,8,9,Wind,268,Sunday,September,Fall,3110
2/2/2025,20,21,Wind,33,Sunday,February,Winter,1338
2/16/2024,1,2,Wind,47,Friday,February,Winter,10687
8/28/2025,7,8,Wind,240,Thursday,August,Summer,3117
10/26/2023,18,19,Wind,299,Thursday,October,Fall,4654
5/18/2021,17,18,Wind,138,Tuesday,May,Spring,4730
7/18/2020,8,9,Solar,200,Saturday,July,Summer,1804
6/22/2024,12,13,Solar,174,Saturday,June,Summer,7746
3/17/2025,4,5,Wind,76,Monday,March,Spring,5414
6/25/2021,16,17,Solar,176,Friday,June,Summer,5149
7/26/2022,14,15,Solar,207,Tuesday,July,Summer,7335
6/10/2025,18,19,Solar,161,Tuesday,June,Summer,7100
2/16/2025,8,9,Wind,47,Sunday,February,Winter,4873
4/7/2022,13,14,Wind,97,Thursday,April,Spring,17696
2/3/2020,21,22,Wind,34,Monday,February,Winter,10771
10/17/2024,8,9,Wind,291,Thursday,October,Fall,3165
9/3/2024,13,14,Solar,247,Tuesday,September,Fall,5281
7/10/2024,6,7,Wind,192,Wednesday,July,Summer,3100
11/26/2023,13,14,Solar,330,Sunday,November,Fall,6070
8/13/2024,6,7,Wind,226,Tuesday,August,Summer,1141
6/7/2024,3,4,Wind,159,Friday,June,Summer,2329
4/29/2025,0,1,Wind,119,Tuesday,April,Spring,6877
5/23/2024,3,4,Wind,144,Thursday,May,Spring,3036
4/21/2021,14,15,Solar,111,Wednesday,April,Spring,5592
1/14/2020,15,16,Wind,14,Tuesday,January,Winter,13814
1/24/2025,21,22,Wind,24,Friday,January,Winter,11590
1/8/2020,16,17,Wind,8,Wednesday,January,Winter,3069
4/7/2023,20,21,Wind,97,Friday,April,Spring,2704
5/23/2020,6,7,Wind,144,Saturday,May,Spring,2524
2/11/2020,6,7,Wind,42,Tuesday,February,Winter,11631
10/6/2020,10,11,Wind,280,Tuesday,October,Fall,11206
2/24/2022,16,17,Wind,55,Thursday,February,Winter,14179
7/6/2023,7,8,Solar,187,Thursday,July,Summer,1340
6/6/2025,8,9,Wind,157,Friday,June,Summer,7508
4/6/2021,23,0,Wind,96,Tuesday,April,Spring,3992
9/14/2025,21,22,Wind,257,Sunday,September,Fall,14751
7/20/2023,22,23,Wind,201,Thursday,July,Summer,2071
10/24/2021,4,5,Wind,297,Sunday,October,Fall,4056
4/3/2025,3,4,Wind,93,Thursday,April,Spring,10072
3/12/2025,11,12,Solar,71,Wednesday,March,Spring,4529
11/27/2020,16,17,Wind,332,Friday,November,Fall,1662
4/15/2022,4,5,Wind,105,Friday,April,Spring,1294
4/25/2023,2,3,Wind,115,Tuesday,April,Spring,2620
4/30/2024,3,4,Wind,121,Tuesday,April,Spring,3529
2/21/2025,22,23,Wind,52,Friday,February,Winter,12234
3/10/2022,3,4,Wind,69,Thursday,March,Spring,5858
10/10/2023,16,17,Solar,283,Tuesday,October,Fall,5527
5/17/2025,1,2,Wind,137,Saturday,May,Spring,7119
9/29/2023,10,11,Wind,272,Friday,September,Fall,11544
3/12/2024,23,0,Wind,72,Tuesday,March,Spring,8268
4/24/2022,6,7,Wind,114,Sunday,April,Spring,2801
2/7/2025,20,21,Wind,38,Friday,February,Winter,9209
3/11/2022,1,2,Wind,70,Friday,March,Spring,8811
11/13/2021,0,1,Wind,317,Saturday,November,Fall,6028
11/21/2025,15,16,Wind,325,Friday,November,Fall,7003
3/26/2024,1,2,Wind,86,Tuesday,March,Spring,7721
3/21/2025,8,9,Wind,80,Friday,March,Spring,12665
8/15/2024,14,15,Solar,228,Thursday,August,Summer,9758
5/28/2025,17,18,Wind,148,Wednesday,May,Spring,17702
12/23/2023,21,22,Wind,357,Saturday,December,Winter,14387
9/17/2022,11,12,Wind,260,Saturday,September,Fall,10410
8/4/2024,10,11,Solar,217,Sunday,August,Summer,6165
2/1/2024,7,8,Wind,32,Thursday,February,Winter,5460
1/3/2023,6,7,Wind,3,Tuesday,January,Winter,4994
7/15/2022,17,18,Solar,196,Friday,July,Summer,6073
2/1/2020,2,3,Wind,32,Saturday,February,Winter,8897
8/26/2022,5,6,Wind,238,Friday,August,Summer,3140
11/25/2024,12,13,Wind,330,Monday,November,Fall,12182
3/30/2023,21,22,Wind,89,Thursday,March,Spring,9358
9/8/2025,15,16,Solar,251,Monday,September,Fall,6288
12/4/2020,10,11,Wind,339,Friday,December,Winter,7773
12/24/2024,22,23,Wind,359,Tuesday,December,Winter,2401
3/5/2023,7,8,Wind,64,Sunday,March,Spring,1899
8/11/2020,1,2,Wind,224,Tuesday,August,Summer,1697
8/26/2022,10,11,Solar,238,Friday,August,Summer,5642
7/6/2022,20,21,Wind,187,Wednesday,July,Summer,3478
8/22/2024,21,22,Wind,235,Thursday,August,Summer,5770
12/6/2022,3,4,Wind,340,Tuesday,December,Winter,1862
9/1/2020,6,7,Wind,245,Tuesday,September,Fall,1006
9/19/2023,12,13,Wind,262,Tuesday,September,Fall,15144
9/9/2021,15,16,Wind,252,Thursday,September,Fall,5383
11/2/2022,13,14,Wind,306,Wednesday,November,Fall,10158
3/5/2025,18,19,Wind,64,Wednesday,March,Spring,2008
7/22/2023,22,23,Wind,203,Saturday,July,Summer,4175
1/5/2020,14,15,Solar,5,Sunday,January,Winter,2952
6/26/2025,7,8,Wind,177,Thursday,June,Summer,7668
12/18/2023,4,5,Wind,352,Monday,December,Winter,1948
8/6/2025,23,0,Wind,218,Wednesday,August,Summer,1318
6/26/2021,12,13,Solar,177,Saturday,June,Summer,4649
2/2/2022,6,7,Wind,33,Wednesday,February,Winter,7485
9/18/2024,7,8,Wind,262,Wednesday,September,Fall,8921
2/25/2025,1,2,Wind,56,Tuesday,February,Winter,3638
3/14/2022,21,22,Wind,73,Monday,March,Spring,6052
10/29/2022,11,12,Wind,302,Saturday,October,Fall,9396
7/19/2024,17,18,Solar,201,Friday,July,Summer,6264
8/21/2022,16,17,Solar,233,Sunday,August,Summer,4951
4/10/2023,20,21,Wind,100,Monday,April,Spring,10159
11/28/2023,11,12,Wind,332,Tuesday,November,Fall,6161
11/4/2021,7,8,Wind,308,Thursday,November,Fall,3133
3/9/2020,23,0,Wind,69,Monday,March,Spring,9741
7/10/2020,17,18,Wind,192,Friday,July,Summer,4992
1/16/2025,10,11,Wind,16,Thursday,January,Winter,7073
5/19/2025,1,2,Wind,139,Monday,May,Spring,6109
7/7/2022,11,12,Solar,188,Thursday,July,Summer,8621
12/10/2020,13,14,Wind,345,Thursday,December,Winter,4035
10/12/2023,11,12,Solar,285,Thursday,October,Fall,7762
11/29/2024,15,16,Wind,334,Friday,November,Fall,5912
10/5/2021,1,2,Wind,278,Tuesday,October,Fall,7372
4/15/2025,16,17,Wind,105,Tuesday,April,Spring,8585
5/1/2021,23,0,Wind,121,Saturday,May,Spring,3890
11/16/2025,4,5,Wind,320,Sunday,November,Fall,1691
3/9/2023,12,13,Wind,68,Thursday,March,Spring,17554
8/27/2024,19,20,Wind,240,Tuesday,August,Summer,2062
11/3/2021,9,10,Wind,307,Wednesday,November,Fall,3955
3/5/2022,23,0,Wind,64,Saturday,March,Spring,3949
2/28/2020,22,23,Wind,59,Friday,February,Winter,11274
11/23/2023,10,11,Wind,327,Thursday,November,Fall,6141
10/27/2020,14,15,Wind,301,Tuesday,October,Fall,12379
11/24/2024,5,6,Wind,329,Sunday,November,Fall,18615
8/6/2021,5,6,Wind,218,Friday,August,Summer,6003
5/19/2020,23,0,Wind,140,Tuesday,May,Spring,4187
4/4/2025,6,7,Wind,94,Friday,April,Spring,6856
6/17/2025,0,1,Wind,168,Tuesday,June,Summer,3635
2/21/2025,10,11,Wind,52,Friday,February,Winter,15847
1/21/2022,23,0,Wind,21,Friday,January,Winter,3197
2/5/2024,15,16,Wind,36,Monday,February,Winter,9118
9/15/2021,17,18,Wind,258,Wednesday,September,Fall,3067
9/21/2025,8,9,Wind,264,Sunday,September,Fall,2363
9/6/2024,9,10,Wind,250,Friday,September,Fall,4227
1/18/2024,0,1,Wind,18,Thursday,January,Winter,6778
4/17/2020,19,20,Wind,108,Friday,April,Spring,2302
4/11/2023,5,6,Wind,101,Tuesday,April,Spring,8115
8/21/2023,20,21,Wind,233,Monday,August,Summer,1191
7/14/2023,13,14,Solar,195,Friday,July,Summer,13917
11/3/2025,5,6,Wind,307,Monday,November,Fall,7218
10/17/2021,21,22,Wind,290,Sunday,October,Fall,2556
11/30/2024,12,13,Solar,335,Saturday,November,Fall,4832
11/25/2023,21,22,Wind,329,Saturday,November,Fall,4113
1/31/2021,13,14,Wind,31,Sunday,January,Winter,4830
1/28/2023,4,5,Wind,28,Saturday,January,Winter,5832
5/26/2024,9,10,Wind,147,Sunday,May,Spring,6474
10/26/2024,20,21,Wind,300,Saturday,October,Fall,1387
3/23/2025,17,18,Wind,82,Sunday,March,Spring,3278
4/30/2022,7,8,Wind,120,Saturday,April,Spring,4322
4/20/2022,6,7,Wind,110,Wednesday,April,Spring,4805
6/2/2021,6,7,Wind,153,Wednesday,June,Summer,3681
1/24/2024,23,0,Wind,24,Wednesday,January,Winter,5801
1/1/2023,15,16,Wind,1,Sunday,January,Winter,8841
4/3/2023,10,11,Wind,93,Monday,April,Spring,9447
6/16/2024,23,0,Wind,168,Sunday,June,Summer,2819
8/3/2025,5,6,Wind,215,Sunday,August,Summer,1935
7/30/2023,11,12,Wind,211,Sunday,July,Summer,8461
11/18/2024,16,17,Wind,323,Monday,November,Fall,7512
12/24/2024,4,5,Wind,359,Tuesday,December,Winter,3896
11/18/2023,5,6,Wind,322,Saturday,November,Fall,6173
4/18/2023,10,11,Wind,108,Tuesday,April,Spring,9947
2/18/2020,10,11,Wind,49,Tuesday,February,Winter,8878
4/4/2025,9,10,Wind,94,Friday,April,Spring,8435
9/14/2022,1,2,Wind,257,Wednesday,September,Fall,2222
1/29/2020,6,7,Wind,29,Wednesday,January,Winter,7788
1/28/2024,2,3,Wind,28,Sunday,January,Winter,7220
4/10/2023,22,23,Wind,100,Monday,April,Spring,9987
11/26/2025,17,18,Wind,330,Wednesday,November,Fall,2667
11/14/2021,17,18,Wind,318,Sunday,November,Fall,3983
8/29/2020,23,0,Wind,242,Saturday,August,Summer,3146
10/20/2021,23,0,Wind,293,Wednesday,October,Fall,14105
12/18/2022,14,15,Wind,352,Sunday,December,Winter,9866
6/12/2023,23,0,Wind,163,Monday,June,Summer,2822
8/26/2020,2,3,Wind,239,Wednesday,August,Summer,9996
3/26/2024,16,17,Wind,86,Tuesday,March,Spring,5861
3/21/2021,13,14,Wind,80,Sunday,March,Spring,9194
7/17/2021,7,8,Wind,198,Saturday,July,Summer,2997
10/17/2021,13,14,Solar,290,Sunday,October,Fall,5154
3/26/2022,4,5,Wind,85,Saturday,March,Spring,7484
6/29/2022,16,17,Solar,180,Wednesday,June,Summer,5599
1/1/2020,19,20,Wind,1,Wednesday,January,Winter,1181
7/20/2024,5,6,Wind,202,Saturday,July,Summer,1022
2/14/2020,4,5,Wind,45,Friday,February,Winter,5436
9/10/2025,17,18,Wind,253,Wednesday,September,Fall,10232
4/25/2025,18,19,Solar,115,Friday,April,Spring,5940
10/20/2021,19,20,Wind,293,Wednesday,October,Fall,12501
4/16/2021,12,13,Wind,106,Friday,April,Spring,9475
2/21/2022,16,17,Wind,52,Monday,February,Winter,16981
9/3/2025,20,21,Wind,246,Wednesday,September,Fall,13651
6/7/2020,17,18,Solar,159,Sunday,June,Summer,3557
4/27/2023,11,12,Solar,117,Thursday,April,Spring,6242
4/10/2021,20,21,Wind,100,Saturday,April,Spring,4730
12/4/2021,10,11,Wind,338,Saturday,December,Winter,10684
2/24/2020,19,20,Wind,55,Monday,February,Winter,10886
9/9/2021,11,12,Wind,252,Thursday,September,Fall,3730
8/22/2020,1,2,Wind,235,Saturday,August,Summer,4830
7/22/2023,0,1,Wind,203,Saturday,July,Summer,2780
11/23/2022,3,4,Wind,327,Wednesday,November,Fall,6841
1/10/2024,10,11,Wind,10,Wednesday,January,Winter,2553
6/9/2025,2,3,Wind,160,Monday,June,Summer,1980
8/6/2022,22,23,Wind,218,Saturday,August,Summer,7359
5/24/2024,2,3,Wind,145,Friday,May,Spring,858
6/7/2025,5,6,Wind,158,Saturday,June,Summer,7229
6/4/2025,9,10,Wind,155,Wednesday,June,Summer,4864
7/7/2021,2,3,Wind,188,Wednesday,July,Summer,4008
1/21/2020,19,20,Wind,21,Tuesday,January,Winter,3804
11/18/2024,20,21,Wind,323,Monday,November,Fall,9698
7/15/2023,21,22,Wind,196,Saturday,July,Summer,9590
6/11/2020,16,17,Wind,163,Thursday,June,Summer,5128
8/31/2022,13,14,Solar,243,Wednesday,August,Summer,7007
1/23/2020,1,2,Wind,23,Thursday,January,Winter,6776
4/23/2023,20,21,Wind,113,Sunday,April,Spring,10214
9/14/2024,13,14,Solar,258,Saturday,September,Fall,10425
6/14/2025,8,9,Wind,165,Saturday,June,Summer,5426
5/10/2025,13,14,Solar,130,Saturday,May,Spring,6944
11/24/2025,18,19,Wind,328,Monday,November,Fall,11448
6/1/2023,14,15,Solar,152,Thursday,June,Summer,9662
7/16/2023,12,13,Wind,197,Sunday,July,Summer,8159
4/21/2022,7,8,Wind,111,Thursday,April,Spring,3553
10/13/2021,20,21,Wind,286,Wednesday,October,Fall,2169
9/12/2023,17,18,Solar,255,Tuesday,September,Fall,3541
3/3/2025,9,10,Solar,62,Monday,March,Spring,5647
11/18/2021,5,6,Wind,322,Thursday,November,Fall,1363
10/2/2025,9,10,Solar,275,Thursday,October,Fall,5424
8/15/2023,11,12,Solar,227,Tuesday,August,Summer,5290
8/21/2020,0,1,Wind,234,Friday,August,Summer,4957
1/18/2025,13,14,Solar,18,Saturday,January,Winter,4165
12/18/2020,6,7,Wind,353,Friday,December,Winter,6024
9/8/2020,7,8,Wind,252,Tuesday,September,Fall,1224
9/19/2022,18,19,Wind,262,Monday,September,Fall,4643
1/7/2021,16,17,Wind,7,Thursday,January,Winter,1245
10/15/2022,0,1,Wind,288,Saturday,October,Fall,6877
10/22/2020,23,0,Wind,296,Thursday,October,Fall,3174
5/10/2022,5,6,Wind,130,Tuesday,May,Spring,2336
11/19/2025,15,16,Wind,323,Wednesday,November,Fall,14209
4/22/2025,21,22,Wind,112,Tuesday,April,Spring,3114
9/19/2024,9,10,Wind,263,Thursday,September,Fall,10053
6/14/2022,17,18,Solar,165,Tuesday,June,Summer,4589
1/14/2021,3,4,Wind,14,Thursday,January,Winter,7406
4/14/2021,9,10,Solar,104,Wednesday,April,Spring,4051
12/17/2020,9,10,Wind,352,Thursday,December,Winter,5050
4/17/2024,18,19,Wind,108,Wednesday,April,Spring,10061
11/24/2023,14,15,Wind,328,Friday,November,Fall,14087
1/27/2024,9,10,Wind,27,Saturday,January,Winter,4715
11/28/2025,17,18,Wind,332,Friday,November,Fall,6838
11/29/2021,22,23,Wind,333,Monday,November,Fall,4680
2/15/2025,13,14,Solar,46,Saturday,February,Winter,9563
8/3/2024,3,4,Wind,216,Saturday,August,Summer,3586
2/26/2024,23,0,Wind,57,Monday,February,Winter,14028
10/15/2025,4,5,Wind,288,Wednesday,October,Fall,5192
1/25/2020,20,21,Wind,25,Saturday,January,Winter,1912
10/27/2020,19,20,Wind,301,Tuesday,October,Fall,11275
9/24/2020,15,16,Wind,268,Thursday,September,Fall,9187
5/11/2025,18,19,Wind,131,Sunday,May,Spring,6079
1/4/2020,19,20,Wind,4,Saturday,January,Winter,2969
